subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P019,0,258,Low/258,1,1.0,Khong_du,0
P019,1,258,Low/258,2,1.0,Khong_du,0
P019,2,258,Low/258,3,1.0,Khong_du,0
P019,3,258,Low/258,4,1.0,Khong_du,0
P019,4,258,Low/258,5,1.0,Khong_du,0
P019,5,453,MedLow/453,1,3.0,Vua_phai,1
P019,6,453,MedLow/453,2,3.0,Vua_phai,1
P019,7,453,MedLow/453,3,3.0,Vua_phai,1
P019,8,453,MedLow/453,4,3.0,Vua_phai,1
P019,9,453,MedLow/453,5,3.0,Vua_phai,1
P019,10,605,Water/605,1,1.0,Khong_du,0
P019,11,605,Water/605,2,1.0,Khong_du,0
P019,12,605,Water/605,3,1.0,Khong_du,0
P019,13,605,Water/605,4,1.0,Khong_du,0
P019,14,605,Water/605,5,1.0,Khong_du,0
P019,15,189,Medium/189,1,4.0,Qua_nhieu,2
P019,16,189,Medium/189,2,4.0,Qua_nhieu,2
P019,17,189,Medium/189,3,4.0,Qua_nhieu,2
P019,18,189,Medium/189,4,4.0,Qua_nhieu,2
P019,19,189,Medium/189,5,4.0,Qua_nhieu,2
P019,20,893,High/893,1,4.0,Qua_nhieu,2
P019,21,893,High/893,2,4.0,Qua_nhieu,2
P019,22,893,High/893,3,4.0,Qua_nhieu,2
P019,23,893,High/893,4,4.0,Qua_nhieu,2
P019,24,893,High/893,5,4.0,Qua_nhieu,2
P019,25,762,MedHigh/762,1,3.0,Vua_phai,1
P019,26,762,MedHigh/762,2,3.0,Vua_phai,1
P019,27,762,MedHigh/762,3,3.0,Vua_phai,1
P019,28,762,MedHigh/762,4,3.0,Vua_phai,1
P019,29,762,MedHigh/762,5,3.0,Vua_phai,1
